X1,X2,S,y
-4.272392191336908,3.2805416168099772,0,1
-3.5868711703897262,-1.683494731312408,0,0
1.0057628343160856,-2.490576173214463,0,0
-2.115904437724678,-1.8180152298536987,0,1
1.1029080890928487,4.584416025629915,0,1
0.08307878599680692,-2.2358508902270335,0,1
1.0781166411615777,-1.192319399612934,0,0
-0.03826099304230295,2.350002439000582,0,1
-1.4957418985877249,0.018050501946650248,0,1
-1.756215786480684,-0.3128683407692473,0,0
0.5131409040025913,-1.9775580975392435,0,1
-0.6776439320583927,-0.47236806170520257,0,1
-1.2753100249686025,-2.3752245727705685,1,1
-2.8424344546082536,-0.3069903913538983,0,1
-0.538113920432027,4.462733577773209,0,1
-4.869535153042088,0.22545300963329784,0,1
0.7408890733264685,2.7192677253451922,0,0
1.0037144135626266,-1.6884274076597237,0,0
1.9522943192186958e-05,1.0847051442980582,0,0
-0.6270163939868177,1.542023476138823,0,1
-3.736181309127527,3.462369331960936,0,0
2.9353560211468257,-0.6713546770476949,0,0
1.2226815591474347,0.09594118373637675,1,0
-1.6582705780295575,0.17542043681666283,0,1
2.00073177310139,-0.7621850350306999,0,0
-0.7513388461579873,-0.14894152578796196,0,1
0.8669926601531417,2.5567584605437363,0,0
-1.2693586103587247,1.0167924853668635,0,0
0.43223201252736404,-3.717224772246995,0,1
-0.8386329643053777,-0.26465779687348673,0,1
-0.0791404793872114,0.6520068667739612,0,1
-4.08064609745743,0.09251104628339381,0,0
-1.355351154656083,-2.8788780534772362,0,1
1.0485928600206973,1.4705591521304051,0,0
-1.3065005355840713,1.6849125631426802,0,0
-0.7630329635301724,0.13297801829228972,0,1
-2.197477893992113,3.1689741127913527,1,0
-5.318898912766977,-0.18290524578131628,0,1
1.3902392100939829,-4.066933092245227,0,0
-0.37893852942476164,-0.1544373307059143,0,1
1.6494060108739632,2.496425841194068,1,0
-0.807784538675879,-2.7690373330717297,0,1
2.734470847854249,2.4357712661125808,0,0
-0.9240106963067609,0.7017769881754926,1,1
0.7637324682533939,1.1325508828849122,0,0
0.40841595782822393,2.813392483322741,0,1
-3.475919008769136,2.0816479067814577,1,1
0.7609439404300009,-0.43427053748975875,1,0
2.347062996989907,-4.687206381999924,0,0
2.323042981481546,0.7721560952071891,0,0
-2.266266547353965,0.8661851093133819,0,1
-0.6081728776026312,5.170589736129099,0,0
3.6706654457296497,0.8813797448302192,1,0
-1.4385076828533545,-1.1668291891580151,0,1
-0.6500992567635722,-1.120469012475594,0,0
-1.8044921361410036,-1.1819445509388908,1,1
-0.5523589845014756,-1.0337677874651736,0,1
-1.3971798998727774,-1.8577838490476384,0,1
5.10087647175932,-2.946346495599771,0,0
-2.042829461044133,0.8647914019592124,0,1
-0.6471601401530479,0.8476494157317613,0,0
1.5983599900700307,2.5252273266496403,0,0
